sample_alias	tax_id	scientific_name	common_name	anonymized_name	sample_title	sample_description	COUNTRY	tissue_type	Source	DNA_Designation	DNA_Accno_source	DNA_VARNAME	DNA_VARNAME_unicode	DNA_Othername	Genetic_Stock_Accno	Genetic_stock_Designation(varname)	Variety Group (Tree)
IRIS_313-8481	4530	Oryza sativa	rice	IRIS 313-8481	WGS sequence of Rice line IRIS 313-8481	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	China	leaf	IRRI	DAN YAN NUO::IRGC 4860-1-1	IRGC 4860	DAN-YAN-NUO	DAN-YAN-NUO		IRGC 126198	DAN YAN NUO::IRGC 4860-1	Temperate japonica
IRIS_313-10242	4530	Oryza sativa	rice	IRIS 313-10242	WGS sequence of Rice line IRIS 313-10242	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Hungary	leaf	IRRI	H 305-84::IRGC 116988-1-1	IRGC 116988	H 305-84	H 305-84		IRGC 127074	H 305-84::IRGC 116988-1	Temperate japonica
IRIS_313-9771	4530	Oryza sativa	rice	IRIS 313-9771	WGS sequence of Rice line IRIS 313-9771	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Austria	leaf	IRRI	BERGREIS::IRGC 3150-1-1	IRGC 3150	BERGREIS	BERGREIS		IRGC 126185	BERGREIS::IRGC 3150-1	Tropical japonica
IRIS_313-10373	4530	Oryza sativa	rice	IRIS 313-10373	WGS sequence of Rice line IRIS 313-10373	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Philippines	leaf	IRRI	IR 68333-R-R-B-19::IRGC 117381-1-1	IRGC 117381	IR 68333-R-R-B-19	IR 68333-R-R-B-19		IRGC 126027	IR 68333-R-R-B-19::IRGC 117381-1	Tropical japonica
IRIS_313-8277	4530	Oryza sativa	rice	IRIS 313-8277	WGS sequence of Rice line IRIS 313-8277	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Ivory Coast	leaf	IRRI	K 2 C 14::IRGC 68549-1-1	IRGC 68549	K 2 C 14	K 2 C 14		IRGC 126067	K 2 C 14::IRGC 68549-1	Intermediate type
IRIS_313-8285	4530	Oryza sativa	rice	IRIS 313-8285	WGS sequence of Rice line IRIS 313-8285	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	United States	leaf	IRRI	KATY::IRGC 77140-1-1	IRGC 77140	KATY	KATY		IRGC 125614	KATY::IRGC 77140-1	Tropical japonica
IRIS_313-8302	4530	Oryza sativa	rice	IRIS 313-8302	WGS sequence of Rice line IRIS 313-8302	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Bhutan	leaf	IRRI	KAMJA::IRGC 62171-1-1	IRGC 62171	KAMJA	KAMJA		IRGC 126116	KAMJA::IRGC 62171-1	Temperate japonica
IRIS_313-8339	4530	Oryza sativa	rice	IRIS 313-8339	WGS sequence of Rice line IRIS 313-8339	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	United States	leaf	IRRI	BOND::IRGC 66755-1-1	IRGC 66755	BOND	BOND		IRGC 125603	BOND::IRGC 66755-1	Japonica
IRIS_313-8387	4530	Oryza sativa	rice	IRIS 313-8387	WGS sequence of Rice line IRIS 313-8387	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	China	leaf	IRRI	FU LI HONG::IRGC 70250-1-1	IRGC 70250	FU LI HONG	FU LI HONG		IRGC 125610	FU LI HONG::IRGC 70250-1	Tropical japonica
IRIS_313-8400	4530	Oryza sativa	rice	IRIS 313-8400	WGS sequence of Rice line IRIS 313-8400	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Japan	leaf	IRRI	RIKUTO NORIN MOCHI 20::IRGC 410-1-1	IRGC 410	RIKUTO NORIN MOCHI 20	RIKUTO NORIN MOCHI 20		IRGC 125622	RIKUTO NORIN MOCHI 20::IRGC 410-1	Tropical japonica
IRIS_313-8434	4530	Oryza sativa	rice	IRIS 313-8434	WGS sequence of Rice line IRIS 313-8434	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	United States	leaf	IRRI	TEBONNET::IRGC 66760-1-1	IRGC 66760	TEBONNET	TEBONNET		IRGC 125625	TEBONNET::IRGC 66760-1	Tropical japonica
IRIS_313-8519	4530	Oryza sativa	rice	IRIS 313-8519	WGS sequence of Rice line IRIS 313-8519	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Bhutan	leaf	IRRI	MANDASHERPO::IRGC 64913-1-1	IRGC 64913	MANDASHERPO	MANDASHERPO		IRGC 125995	MANDASHERPO::IRGC 64913-1	Indica
IRIS_313-8626	4530	Oryza sativa	rice	IRIS 313-8626	WGS sequence of Rice line IRIS 313-8626	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	BANJANG::IRGC 44069-1-1	IRGC 44069	BANJANG	BANJANG		IRGC 126045	BANJANG::IRGC 44069-1	Tropical japonica
IRIS_313-8739	4530	Oryza sativa	rice	IRIS 313-8739	WGS sequence of Rice line IRIS 313-8739	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Ivory Coast	leaf	IRRI	TAI 6::IRGC 69058-1-1	IRGC 69058	TAI 6	TAI 6		IRGC 126090	TAI 6::IRGC 69058-1	Tropical japonica
